ticker,company,score,tier,avg_dollar_vol_20d,price,vsSMA50,vsSMA200,RSI14,ATR%,r60,vol_vs20,drawdown%,tags,reason
FGMC,FG Merger II,-8.728158706108257,10.0,0.83,nan,69,0.21,2.35,-80.48,0.0,small,1378350.0,breakout_protect;low_liquidity_today;stall_risk,below_cutoff
UG,United-Guardian,-8.739789448440073,8.09,-0.89,-8.8,54,3.2,1.98,26.65,-45.98,small,42796.1,,below_cutoff
ODFL,Old Dominion Freight Line,-8.772251896957165,153.82,-2.67,-11.73,61,2.86,-5.49,-3.13,-33.35,large,313598232.63,,below_cutoff
FTCO,Fortitude Gold,-8.805224988082381,3.54,-0.71,-16.22,50,3.58,23.2,-63.35,-34.21,small,192222.0,low_liquidity_today,below_cutoff
FCPT,Four Corners Property Trust,-8.818352246269747,25.9,-1.38,-4.11,50,1.24,-4.18,-38.68,-11.04,small,13947408.79,,below_cutoff
NOW,ServiceNow,-8.82112733453536,887.98,-6.25,-8.62,54,2.32,-12.16,-35.7,-24.13,large,1659381509.2,,below_cutoff
RELY,Remitly Global,-8.836725979353234,18.39,0.53,-12.02,44,2.99,-12.26,-2.58,-32.24,small,86298934.04,,below_cutoff
FSHP,Flag Ship,-8.8681204776696,10.5,0.3,1.72,67,0.02,0.19,-100.0,-0.1,small,136920.0,breakout_protect;low_liquidity_today;stall_risk,below_cutoff
NUTX,Nutex Health,-8.93530596737924,89.78,-14.02,10.06,50,10.42,-39.4,-57.25,-49.34,small,19446347.74,,below_cutoff
WDAY,Workday,-8.943810341536388,229.71,-0.73,-7.54,59,2.85,-8.53,-16.86,-17.93,large,954273943.94,,below_cutoff
CSX,CSX,-8.962723953662248,32.54,-5.2,1.06,30,3.19,2.13,1.07,-10.9,large,813458859.79,,below_cutoff
COST,Costco Wholesale,-8.99490246913144,949.52,-1.78,-2.4,38,1.56,-9.92,-18.89,-11.59,large,2214546551.15,,below_cutoff
TRUP,Trupanion,-9.057447226443172,46.35,-8.21,0.74,34,4.15,-6.14,-43.43,-17.89,small,26540240.88,,below_cutoff
CRM,Salesforce,-9.082515252320054,250.16,-2.81,-13.98,60,2.36,-5.26,-20.59,-31.71,large,2047966139.98,,below_cutoff
ADYEY,Adyen,-9.093200358731927,16.7,-5.27,0.39,36,1.7,-12.06,-68.32,-16.0,small,11630131.03,low_liquidity_today,below_cutoff
MKC,McCormick & Co,-9.13122481262849,70.68,-1.63,-5.86,52,1.85,-3.06,-15.94,-15.58,small,165269984.51,,below_cutoff
INVH,Invitation Homes,-9.160268299015762,31.13,-1.7,-3.55,60,1.57,-6.11,-27.1,-13.6,small,121084645.59,,below_cutoff
KXS.TO,Kinaxis,-9.162077292882831,189.0,-5.38,4.23,38,1.95,-5.02,-26.35,-9.34,small,11266290.0,,below_cutoff
APGE,Apogee Therapeutics,-9.162874914568741,37.79,-3.52,-5.89,58,4.14,1.91,-45.23,-38.17,small,18822065.76,,below_cutoff
PYPL,PayPal,-9.175414055619118,69.65,-3.15,-7.67,56,2.01,-2.36,-15.89,-24.14,large,715773215.43,,below_cutoff
CCM,Concord Medical Services,-9.176574199287842,5.54,1.49,3.49,66,3.87,-23.06,-100.0,-36.39,small,34181.8,low_liquidity_today;stall_risk,below_cutoff
INTA,Intapp,-9.195177828654622,47.42,6.93,-17.03,79,3.92,-15.38,44.99,-36.01,small,67467513.69,breakout_protect,below_cutoff
IR,Ingersoll Rand,-9.210913231100276,80.64,-2.65,-6.29,62,2.23,-1.57,-51.51,-23.4,large,281588426.67,,below_cutoff
PRL.TO,Propel,-9.260955876350058,32.37,-8.61,-1.05,26,3.26,-0.36,-28.11,-22.11,small,4466574.3,,below_cutoff
MAN,ManpowerGroup,-9.284927697234858,41.83,-0.35,-16.67,59,3.31,2.32,1.79,-42.0,small,35189698.19,,below_cutoff
MSFD,Microsoft,-9.318048233737251,11.09,0.2,-14.17,64,1.3,-7.87,-63.4,-30.58,small,5314660.77,low_liquidity_today;stall_risk,below_cutoff
WDFC,WD-40,-9.344199623003224,221.46,-0.53,-6.66,52,1.68,-9.1,-6.53,-22.69,small,22793771.19,,below_cutoff
ESRT,Empire State Realty Trust,-9.36143927413712,7.6,-1.76,-11.4,56,2.28,-3.29,-21.54,-32.74,small,10203455.87,,below_cutoff
JJSF,J & J Snack Foods,-9.370607915173515,113.73,-0.82,-13.39,63,2.34,-0.55,-28.58,-35.36,small,19810060.63,,below_cutoff
TDG,TransDigm,-9.372951361126121,1395.04,-6.71,1.08,42,2.09,-4.18,-41.0,-13.93,large,593003619.8,,below_cutoff
SAP,SAP,-9.38771104242243,275.11,-5.43,0.58,25,1.35,-10.21,-29.92,-11.8,large,436323061.22,,below_cutoff
VRSK,Verisk Analytics,-9.432630747661104,267.7,-7.22,-7.94,55,1.83,-15.57,-29.91,-16.57,large,320881296.63,,below_cutoff
MNPR,Monopar Therapeutics,-9.435489247205794,34.81,-7.86,2.21,41,10.21,8.41,-13.86,-32.92,small,1208255.15,,below_cutoff
OLP,One Liberty Properties,-9.447423280935789,23.15,-1.13,-6.68,56,1.89,-5.08,-20.98,-19.16,small,1523385.72,,below_cutoff
CCCM,Columbus Circle Capital Corp I,-9.464005900243897,10.14,-5.35,nan,35,0.85,,-33.52,-35.66,small,3246774.37,,below_cutoff
AMPL,Amplitude,-9.475768140650517,11.45,-5.47,0.64,38,4.45,-10.62,-16.2,-20.71,small,22522836.62,,below_cutoff
X.TO,TMX Group,-9.490294729628086,54.55,-2.81,7.42,22,1.57,-1.9,67.36,-5.55,small,29615467.34,,below_cutoff
NUVL,Nuvalent,-9.523824607945556,76.13,-2.91,-3.5,61,3.22,-2.62,-48.43,-32.13,small,32506747.53,,below_cutoff
WLAC,Willow Lane Acquisition Corp,-9.558048983229959,10.27,0.13,nan,34,0.24,1.08,356.71,-0.58,small,60490.3,,below_cutoff
LX,LexinFintech,-9.558623943859462,6.25,-5.49,-9.75,50,4.52,-8.88,-1.32,-42.75,small,24208031.25,,below_cutoff
SLG,SL Green Realty,-9.561355972763243,56.88,-3.26,-6.97,59,2.45,-4.37,3.67,-27.21,small,47211538.49,,below_cutoff
CHAR,Charlton Aria Acquisition,-9.56230663555795,10.31,0.08,nan,25,0.02,0.88,1001.37,-0.77,small,18815.75,,below_cutoff
MRU.TO,Metro,-9.563982406612158,98.48,-5.39,0.7,30,1.93,-7.88,40.15,-8.78,small,44592237.92,,below_cutoff
LEGN,Legend Biotech,-9.582785747117015,34.72,-8.09,-2.91,30,3.67,22.12,-9.79,-39.67,small,36392637.28,,below_cutoff
FF,FutureFuel,-9.585086390017047,3.94,-1.13,-10.23,54,3.54,1.03,0.41,-34.76,small,1150933.12,,below_cutoff
UMC,United Microelectronics,-9.603866156757249,6.72,-7.15,1.71,53,1.83,-8.86,-53.22,-19.17,small,48171377.7,,below_cutoff
LCTC,Lifeloc Technologies,-9.620215963195195,3.13,-0.31,-3.82,51,0.23,0.97,-100.0,-43.91,small,500.8,low_liquidity_today,below_cutoff
MMC,Marsh & McLennan,-9.638645640591108,206.37,-1.46,-6.28,58,1.37,-11.75,-37.11,-15.15,large,454012957.41,,below_cutoff
OKTA,Okta,-9.669656868815471,93.03,-2.27,-3.66,49,3.28,-10.19,276.35,-26.92,large,370516623.09,,below_cutoff
AUNA,Auna,-9.678442784948462,6.29,0.08,-10.06,50,3.35,-5.27,-7.89,-27.87,small,152280.9,,below_cutoff
UDR,UDR,-9.690255326243468,38.98,-1.77,-5.66,52,1.57,-4.12,-3.3,-13.82,small,88456923.16,,below_cutoff
NHTC,Natural Health Trends,-9.711405644047382,4.37,-0.53,-2.74,31,4.25,-5.13,-53.24,-25.98,small,225229.79,,below_cutoff
CEPT,Cantor Equity Partners II,-9.722167932270564,10.63,-2.96,nan,53,1.57,-8.52,-83.21,-9.15,small,1342250.11,low_liquidity_today,below_cutoff
MARA,MARA Holdings,-9.73805640795653,15.85,-4.32,-5.97,49,5.22,3.39,18.66,-42.2,large,664111053.48,,below_cutoff
CJMB,Callan Jmb,-9.792365656546474,4.81,-2.22,nan,46,6.87,-1.84,193.57,-23.89,small,35882.6,,below_cutoff
IFP.TO,Interfor,-9.835479735774294,12.8,-0.7,-15.72,56,3.44,0.71,111.45,-39.22,small,3058176.05,,below_cutoff
MDLZ,Mondelez International,-9.86245293546393,61.76,-6.32,-2.97,46,1.62,-7.23,-14.37,-16.09,large,466181142.53,,below_cutoff
OPCH,Option Care Health,-9.868353304145327,28.59,-3.96,-3.72,55,2.66,-9.81,22.26,-18.78,small,52905652.33,,below_cutoff
FOUR,Shift4 Payments,-9.900879343172557,90.31,-6.72,-7.02,67,2.84,-5.12,-60.05,-28.13,large,228837857.46,low_liquidity_today,below_cutoff
CPB,The Campbell's Company,-9.912535538980197,32.09,0.91,-12.4,41,2.28,-5.18,-3.28,-35.68,small,190139508.45,,below_cutoff
ACI,Albertsons,-9.919077752852518,19.53,-4.25,-4.33,44,1.57,-8.83,34.48,-13.55,small,105550669.91,,below_cutoff
AVTR,Avantor,-9.92272574879964,13.19,0.66,-20.31,75,3.48,0.3,-30.73,-52.38,large,217218123.14,,below_cutoff
VCM.TO,Vecima Networks,-9.93420979007726,10.32,1.36,-13.1,40,0.44,-0.29,-95.42,-52.75,small,22549.2,low_liquidity_today,below_cutoff
SOLB.BR,Solvay,-9.959126325470438,28.04,-2.94,-4.88,50,1.74,-4.37,0.72,-22.7,small,6113515.13,,below_cutoff
ADBE,Adobe,-10.004385527990262,356.35,-2.34,-13.89,63,2.18,-13.61,-36.43,-39.25,large,1319061619.09,,below_cutoff
MXC,Mexco Energy,-10.010960605495619,8.1,-6.94,-13.83,45,2.43,16.97,-50.5,-43.0,small,24543.0,,below_cutoff
ANF,Abercrombie & Fitch,-10.052778818302093,95.36,3.64,-7.0,37,4.9,24.09,210.08,-42.76,large,209914538.94,,below_cutoff
VIR,Vir Biotechnology,-10.05821656775726,5.23,2.71,-23.44,72,4.8,0.0,414.89,-58.09,small,7507900.38,breakout_protect,below_cutoff
DUOT,Duos Technologies,-10.071541829718,6.41,-10.0,0.46,49,5.65,-12.55,-18.55,-28.78,small,3162020.87,,below_cutoff
SEVN,Seven Hills Realty Trust,-10.082675506489986,10.85,-1.43,-6.75,65,1.81,-6.19,-44.32,-16.44,small,652736.02,,below_cutoff
WKEY,WISeKey International,-10.086876443127482,5.56,-5.62,0.5,57,5.64,-18.71,-52.28,-57.23,small,408938.0,,below_cutoff
MIDD,Middleby,-10.100909283439497,137.78,-2.19,-5.14,72,2.86,-6.83,-38.51,-20.31,small,171327361.78,,below_cutoff
RLI,RLI,-10.121084820579776,68.47,-0.98,-9.49,64,1.28,-10.63,-15.38,-22.13,small,34605765.67,,below_cutoff
NVEC,NVE,-10.125091165871362,64.76,-5.51,-5.74,62,2.72,-8.4,-61.57,-21.76,small,3303083.91,low_liquidity_today,below_cutoff
AMT,American Tower,-10.152479800742128,203.27,-5.96,-0.42,39,1.84,-3.99,31.36,-13.56,large,477138730.08,,below_cutoff
CTSH,Cognizant Technology Solutions,-10.156970121440283,72.31,-2.66,-6.65,69,1.72,-9.57,-26.78,-19.34,large,321389376.7,breakout_protect,below_cutoff
DAVA,Endava,-10.200727820106824,14.41,4.33,-33.67,70,4.85,-6.67,-26.69,-58.22,small,11598536.83,breakout_protect;stall_risk,below_cutoff
OLED,Universal Display,-10.24743179446982,141.05,-5.18,-4.51,55,2.29,-5.79,-9.79,-33.64,small,79631189.72,,below_cutoff
IRDM,Iridium Communications,-10.271187498978438,25.02,-9.73,-9.85,65,2.41,-3.82,10.63,-24.38,small,37541009.49,breakout_protect,below_cutoff
CL,Colgate-Palmolive,-10.28351379197606,84.45,-2.99,-5.56,49,1.55,-6.25,-18.54,-20.62,large,435057671.28,,below_cutoff
LSTR,Landstar System,-10.28379736644249,133.08,-1.93,-12.2,58,2.52,-4.7,75.76,-29.44,small,51283709.51,,below_cutoff
PRAX,Praxis Precision Medicines,-10.317807838008887,46.92,-4.2,-14.26,49,4.83,13.88,-20.29,-48.31,small,24710886.24,,below_cutoff
TGLS,Tecnoglass,-10.318698732364204,73.02,-3.62,-4.38,46,4.17,-14.49,-41.3,-17.26,small,36644720.22,,below_cutoff
IEX,IDEX,-10.359655671970295,166.08,-3.95,-12.72,61,1.9,-8.42,-26.03,-28.89,small,137466908.72,,below_cutoff
OPHC,OptimumBank,-10.376582418731914,4.37,-1.68,-3.01,70,1.86,0.23,-18.66,-20.26,small,114428.45,,below_cutoff
CHD,Church & Dwight Co,-10.429902588603161,93.03,-2.12,-8.35,53,1.6,-6.24,-47.8,-17.29,large,218459555.23,,below_cutoff
CHCT,Community Healthcare Trust,-10.431069905043628,15.25,-2.52,-7.83,55,2.2,-3.89,-63.24,-18.63,small,4438741.25,breakout_protect;low_liquidity_today,below_cutoff
MKKGY,Merck,-10.478113270876664,25.29,-2.1,-8.11,57,1.62,-3.4,-58.37,-34.06,small,4555993.66,,below_cutoff
KMX,CarMax,-10.486430465101726,62.07,-0.0,-14.54,76,2.42,-6.31,25.95,-30.41,small,168297838.57,breakout_protect,below_cutoff
DXC,DXC Technology,-10.580589660529736,14.31,-0.43,-18.23,67,2.77,-5.04,-17.11,-37.32,small,27574297.56,breakout_protect,below_cutoff
TCPC,BlackRock TCP Capital,-10.599962527446017,7.15,-3.66,-6.4,61,1.74,-4.9,-27.22,-18.48,small,3855137.05,,below_cutoff
LIF.TO,Labrador Iron Ore Royalty,-10.6003526503676,26.71,-2.62,-5.86,49,1.32,-8.18,-27.91,-14.27,small,5346540.52,,below_cutoff
ATD.TO,Alimentation Couche-Tard,-10.61694006053875,69.8,-1.25,-4.34,46,1.36,-3.68,14.07,-15.26,small,94447082.13,,below_cutoff
RC,Ready Capital,-10.625171498798512,4.22,-0.57,-18.61,50,3.59,1.65,68.92,-43.51,small,9387262.93,,below_cutoff
CHE,Chemed,-10.674572275671078,455.33,-2.67,-15.69,65,1.88,-19.78,-8.56,-26.3,small,80465915.23,,below_cutoff
DOL.TO,Dollarama,-10.752865079455209,185.07,-2.95,13.96,36,2.18,4.01,169.39,-6.07,small,100467104.18,,below_cutoff
NLCP,Newlake Capital Partners,-10.759548605534215,13.85,-1.35,-6.92,54,3.17,-3.26,-8.41,-26.29,small,799976.02,,below_cutoff
GOOD,Gladstone Commercial,-10.775891278325958,13.27,-2.13,-8.39,61,1.5,-6.46,37.37,-20.1,small,4391441.25,,below_cutoff
DT,Dynatrace,-10.780409223420733,50.12,-3.79,-4.78,68,2.37,-7.56,-11.07,-19.71,small,187354821.01,,below_cutoff
IMRA,Enliven Therapeutics,-10.780745239100755,36.59,-6.53,nan,51,3.71,-8.41,-55.38,-18.21,small,270583.05,,below_cutoff
ARCO,Arcos Dorados,-10.786969182769747,6.96,-4.45,-8.31,50,3.18,-4.68,-39.87,-28.68,small,11057456.46,,below_cutoff
OTIS,Otis Worldwide,-10.874436251137427,87.72,-5.14,-8.12,53,1.52,-7.11,-22.25,-15.83,large,354816878.54,,below_cutoff
EIG,Employers Holdings,-10.892950988862689,43.34,-2.39,-9.55,71,1.58,-9.96,-39.07,-17.49,small,10227806.64,,below_cutoff
OMRNY,Omron,-10.903434298523653,25.81,-1.45,-11.56,47,1.46,-1.07,18.24,-42.98,small,1501754.82,,below_cutoff
FLOC,Flowco Holdings,-10.952140422777276,16.16,-7.49,nan,55,3.66,-7.04,-50.52,-46.1,small,6208914.34,,below_cutoff
CDW,CDW Corp,-10.97935165287186,165.23,-4.38,-5.36,57,2.03,-7.53,-1.41,-26.93,large,225171307.43,,below_cutoff
VLOWY,Vallourec,-11.016422469301546,3.57,-6.22,1.07,42,3.72,-6.05,-41.06,-12.5,small,73292.1,,below_cutoff
HCAT,Health Catalyst,-11.019700774892879,3.69,1.77,-26.31,50,7.19,-8.66,27.16,-59.09,small,3974978.76,,below_cutoff
ULS,UL Solutions,-11.02601533941787,63.2,-9.04,5.66,41,3.13,-9.84,-38.18,-13.63,small,72885084.88,,below_cutoff
ROP,Roper Technologies,-11.076629007202856,528.66,-3.65,-4.87,45,1.68,-6.77,-8.44,-10.71,large,379247448.23,,below_cutoff
ADXN,Addex Therapeutics,-11.089137531940029,7.9,-6.87,-2.0,46,2.12,-2.23,-100.0,-31.78,small,5925.0,low_liquidity_today,below_cutoff
TGS,Transportadora de Gas del Sur,-11.089582375119457,26.77,-2.26,-3.29,36,4.94,-4.67,44.97,-19.49,small,9589549.56,,below_cutoff
CHNR,China Natural Resources,-11.094053790654558,3.79,0.92,-14.7,67,5.22,-13.86,-27.36,-54.88,small,89216.6,stall_risk,below_cutoff
BEKE,KE,-11.123694557911225,17.79,-3.36,-6.77,53,2.84,-3.1,30.69,-29.6,small,108890193.95,,below_cutoff
TBN,Tamboran Resources,-11.140365387585186,20.23,-1.0,-4.37,45,2.38,-3.69,-7.76,-31.63,small,247756.25,,below_cutoff
NRDS,NerdWallet,-11.165831850732749,10.47,-1.55,-8.41,43,3.55,-3.06,-52.8,-34.56,small,6341417.41,,below_cutoff
PGR,Progressive,-11.171300778058114,244.69,-2.3,-5.88,49,1.68,-14.78,-40.27,-15.92,large,711318730.9,,below_cutoff
AUID,authID,-11.17834829153604,4.42,2.86,-21.18,66,9.65,-14.01,-86.58,-48.96,small,266747.0,low_liquidity_today;stall_risk,below_cutoff
WHD,Cactus,-11.183081261847809,41.74,-2.99,-16.44,63,2.76,-5.35,-23.74,-39.48,small,31314392.76,,below_cutoff
SIGI,Selective Insurance,-11.240594061640556,79.04,-3.73,-9.56,57,1.8,-11.16,-9.29,-21.5,small,39889117.26,breakout_protect,below_cutoff
CRMT,America's Car-Mart,-11.24330256677064,46.71,-8.64,-4.35,72,3.88,-11.52,-31.11,-25.76,small,4156489.27,,below_cutoff
TDC,Teradata,-11.275113680963033,21.1,-2.18,-15.75,53,2.73,-5.25,-24.47,-36.79,small,22760148.41,,below_cutoff
RGEN,Repligen,-11.300277919936223,118.88,-2.12,-13.55,57,3.48,-4.44,-32.31,-31.77,small,87754836.37,,below_cutoff
ELS,Equity LifeStyle Properties,-11.300714475793356,60.0,-1.75,-6.79,43,1.65,-3.76,1.39,-18.92,small,104941800.0,,below_cutoff
MSIF,MSC Income Fund,-11.342192631704558,14.02,-10.3,nan,42,3.28,-8.69,-9.72,-20.27,small,2873048.59,,below_cutoff
TWO,Two Harbors Investment,-11.358650870014763,9.82,-2.9,-10.69,47,1.81,-3.14,-43.2,-25.61,small,20880559.95,,below_cutoff
IPAR,Interparfums,-11.36456361143579,116.02,-7.52,-8.38,48,2.56,-14.68,-49.83,-18.75,small,29163946.56,,below_cutoff
PSI.TO,Pason Systems,-11.374398183997725,11.64,-3.51,-7.61,51,2.65,-6.61,13.32,-20.21,small,1845871.25,,below_cutoff
ALSN,Allison Transmission,-11.393322253879848,89.2,-0.97,-11.54,57,2.02,-13.53,-26.01,-25.27,small,93004822.82,,below_cutoff
MTY.TO,MTY Food,-11.444241222791181,38.7,-3.17,-9.82,60,1.83,-7.32,-50.44,-24.94,small,1678999.53,,below_cutoff
CRI,Carter's,-11.455206153355105,28.23,-0.49,-28.89,67,3.72,-9.68,19.92,-58.15,small,38551169.67,breakout_protect,below_cutoff
HDL,Super Hi International Holding,-11.467093004715819,19.41,-0.99,-11.36,43,1.41,-2.7,171.19,-33.96,small,62985.45,,below_cutoff
DDI,DoubleDown Interactive,-11.578101156530444,9.48,-0.77,-9.61,55,2.79,-7.78,-59.58,-44.24,small,541829.37,,below_cutoff
ITGR,Integer,-11.590854054605417,108.07,-4.43,-13.16,56,1.86,-9.83,-43.65,-25.14,small,32277807.16,,below_cutoff
ASAN,Asana,-11.6349811043677,14.33,1.92,-15.24,52,3.74,-24.58,-27.15,-47.93,small,48930859.49,,below_cutoff
ENGH.TO,Enghouse Systems,-11.645297990762064,22.7,-0.24,-10.03,65,1.3,-14.31,-9.66,-30.55,small,3336786.61,,below_cutoff
FRSH,Freshworks,-11.673260133258761,13.61,-2.81,-11.14,57,3.37,-12.7,-39.3,-31.09,small,71340692.05,,below_cutoff
TBI,TrueBlue,-11.71443188942247,6.07,-6.75,-6.64,50,5.25,1.17,-56.33,-32.25,small,1163376.23,,below_cutoff
JKHY,Jack Henry & Associates,-11.747223294505565,162.74,-5.69,-6.62,48,2.04,-9.69,-32.57,-14.65,small,141080938.16,,below_cutoff
TXRH,Texas Roadhouse,-11.748741235888364,174.84,-4.64,-3.28,34,1.86,-10.76,-13.44,-13.91,large,198885741.03,,below_cutoff
IRM,Iron Mountain,-11.767003089214564,91.87,-5.25,-6.02,50,2.13,-7.38,-44.4,-26.62,small,143460062.14,,below_cutoff
FTV,Fortive,-11.786690067328323,48.57,-3.65,-11.28,57,1.79,-10.66,-50.7,-22.33,large,228142516.87,,below_cutoff
UNM,Unum,-11.78718030059073,69.54,-8.06,-8.35,57,1.4,-14.85,-29.43,-15.63,small,98523925.6,,below_cutoff
RICK,RCI Hospitality,-11.797485323949694,37.27,-1.91,-17.56,60,3.79,-7.29,6.99,-36.0,small,3002657.59,,below_cutoff
SCL,Stepan,-11.799188798822614,51.39,-4.63,-12.63,60,2.75,-5.6,472.11,-35.45,small,9321118.09,,below_cutoff
STCK.TO,Stack Capital Group,-11.800607010071687,13.0,-1.86,11.28,26,1.87,4.42,99.45,-7.14,small,214435.0,,below_cutoff
FMX,Fomento Economico Mexicano,-11.85510842807382,86.99,-7.62,-5.57,45,2.05,-15.95,-49.6,-17.71,small,101288543.81,,below_cutoff
HLF.TO,High Liner Foods,-11.863847287803651,16.21,-7.05,-1.34,23,1.92,-8.68,49.29,-14.46,small,394146.13,,below_cutoff
AIV,Apartment Investment and Management,-11.876280721704672,7.89,-5.85,-5.53,38,2.82,-2.59,-54.82,-13.49,small,16354983.47,,below_cutoff
BDORY,Banco do Brasil,-11.901677557741962,3.78,-0.53,-11.82,59,3.95,-8.12,-81.76,-29.23,small,5273118.86,low_liquidity_today,below_cutoff
WAT,Waters,-11.931194707839731,294.63,-5.34,-16.91,63,2.22,-15.67,-51.64,-29.39,large,219944244.95,,below_cutoff
CHR.TO,Chorus Aviation,-11.941651509170027,20.22,-6.18,-2.46,34,2.07,-2.67,-23.21,-14.49,small,1013729.67,,below_cutoff
BLX.TO,Boralex,-11.965760196014788,29.29,-6.12,-0.59,36,2.51,-8.41,8.04,-18.37,small,10418160.43,,below_cutoff
LZB,La-Z-Boy,-12.001291816106537,36.86,-2.33,-10.06,51,3.15,-11.24,-34.42,-22.43,small,25210213.12,,below_cutoff
AURA,Aura Biosciences,-12.04260349152732,6.44,-2.69,-9.53,47,5.35,1.74,-18.44,-45.14,small,982293.21,,below_cutoff
RTAC,Renatus Tactical Acquisition Corp I,-12.053799500785413,10.51,-8.87,nan,24,2.38,,-25.69,-15.92,small,3501879.53,,below_cutoff
IMXI,International Money Express,-12.056479883641154,14.42,30.64,-3.07,90,1.52,27.27,-56.05,-34.06,small,18736338.7,overheat_L1,below_cutoff
KVYO,Klaviyo,-12.059487189456142,32.08,-0.91,-10.1,41,3.78,-5.56,-61.37,-34.78,small,87920538.22,low_liquidity_today,below_cutoff
DXCM,Dexcom,-12.092254456652826,76.38,-7.36,-4.35,50,2.73,-11.99,5.17,-15.83,large,332361829.55,,below_cutoff
LAND,Gladstone Land,-12.096447086834646,9.14,-5.75,-10.44,52,2.49,-5.85,-36.44,-35.01,small,4174238.16,,below_cutoff
HOFT,Hooker Furnishings,-12.117542374191952,10.17,-2.26,-13.06,58,4.43,-7.1,11.37,-43.78,small,352492.2,,below_cutoff
TRT,Trio-Tech International,-12.12261106028689,5.3,-2.85,-8.36,34,1.97,9.28,-11.71,-30.08,small,15608.5,,below_cutoff
ERIE,Erie Indemnity,-12.130054969536138,350.79,-0.81,-9.04,48,2.28,-2.76,-34.37,-34.76,small,50241898.97,,below_cutoff
RAIL,FreightCar America,-12.132975987097291,8.63,-10.88,-3.2,39,5.41,3.48,-60.08,-45.07,small,2025417.88,low_liquidity_today,below_cutoff
GWRS,Global Water Resources,-12.17533999727405,9.66,-4.0,-10.93,50,2.61,-4.12,-33.49,-26.8,small,576605.39,,below_cutoff
TOU.TO,Tourmaline Oil,-12.176202187828288,58.0,-4.99,-7.62,52,1.22,-7.17,-70.03,-16.33,large,214152530.0,low_liquidity_today,below_cutoff
TMVWY,TeamViewer,-12.19924217445566,5.29,-1.98,-10.78,49,1.07,-7.46,-26.39,-31.16,small,67604.38,,below_cutoff
CFP.TO,Canfor,-12.223197939606788,12.97,-6.39,-11.41,53,2.78,-2.99,-16.16,-29.09,small,2031102.04,,below_cutoff
LOAR,Loar Holdings,-12.228177635331164,73.42,-3.13,-7.24,57,3.57,-16.59,-18.82,-26.2,small,79313421.42,,below_cutoff
SARO,StandardAero,-12.242977082059094,26.98,-6.85,-2.41,39,2.89,-9.25,-41.2,-18.17,small,49059486.87,,below_cutoff
IMMR,Immersion,-12.247691436635753,6.99,-5.28,-10.29,54,2.42,-9.01,-30.69,-25.6,small,2729944.41,,below_cutoff
SSDOY,Shiseido,-12.33432737862058,16.43,-4.06,-5.05,19,2.1,2.69,-31.7,-40.25,small,449853.41,,below_cutoff
JAMF,Jamf,-12.33695781316951,9.1,7.14,-24.86,78,4.29,-14.31,-23.46,-51.7,small,15161601.64,breakout_protect,below_cutoff
ISRG,Intuitive Surgical,-12.359099849406208,471.15,-6.01,-10.98,51,1.77,-14.62,-18.58,-22.82,large,936646187.87,,below_cutoff
LLY,Eli Lilly & Co,-12.374303254819134,734.17,-2.02,-6.51,78,2.7,-2.0,-38.51,-22.94,large,5160198154.43,,below_cutoff
MORN,Morningstar,-12.380107525134282,265.17,-6.18,-13.5,58,1.75,-13.84,26.04,-25.76,small,98797043.6,,below_cutoff
DOCU,DocuSign,-12.419271449353229,74.68,-0.81,-10.04,60,2.93,-18.48,15.06,-30.2,small,174249351.11,,below_cutoff
LOTB.BR,Lotus Bakeries,-12.421672733166934,7910.0,-0.09,-12.51,57,2.79,-11.92,-33.77,-36.57,small,6867066.5,,below_cutoff
ASOMY,ASOS,-12.444789681520255,4.1,-3.01,-5.44,51,0.19,-4.65,-100.0,-30.39,small,1045.5,low_liquidity_today,below_cutoff
UPS,United Parcel Service,-12.487207721572867,87.86,-6.08,-17.03,64,1.84,-8.73,-36.59,-32.9,large,758815195.67,,below_cutoff
IFC.TO,Intact Financial Corp,-12.50333166881037,275.81,-7.01,-2.66,34,1.18,-10.62,29.6,-12.9,small,130114745.4,,below_cutoff
APPS,Digital Turbine,-12.514264782094736,4.19,-18.4,18.04,36,5.52,-8.52,-36.47,-44.43,small,18145863.7,,below_cutoff
CSBR,Champions Oncology,-12.523645776839889,6.6,-10.03,-14.64,56,6.81,2.64,-25.65,-43.59,small,182853.0,,below_cutoff
CEPO,Cantor Equity Partners I,-12.536197781576716,10.46,-9.31,nan,50,1.62,-14.26,-61.38,-31.36,small,3399186.21,low_liquidity_today,below_cutoff
SWBI,Smith & Wesson Brands,-12.585014111579426,8.21,-1.62,-15.68,59,1.91,-13.3,-2.16,-43.25,small,5949335.48,,below_cutoff
PTEN,Patterson-UTI Energy,-12.591695554503817,5.71,-3.36,-17.96,63,3.64,-0.87,-2.06,-38.09,small,45395299.7,,below_cutoff
FRPH,FRP Holdings,-12.6456143611209,25.83,-3.02,-9.76,59,3.3,-5.11,32.24,-20.47,small,1101649.5,,below_cutoff
HY,Hyster-Yale,-12.67171252730164,38.55,-3.77,-14.42,56,3.22,-6.73,-23.81,-42.72,small,3116960.19,,below_cutoff
EXAS,Exact Sciences,-12.679052242448034,46.71,-5.02,-9.24,63,3.45,-14.82,-47.33,-35.06,small,190335305.57,,below_cutoff
BNE.TO,Bonterra Energy,-12.696807200322787,3.54,-1.94,0.75,57,2.72,-1.39,105.3,-20.63,small,92252.4,,below_cutoff
